SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP,,,06/16/25,13:27,557-42894,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_61,BULK,121058,577572,574385,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:09,557-47960,57681-0E010,BRACE,IO,PUR,1,29.78,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP57681-0E010
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,557-58705,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,4.46,12,143825NISAAC,FAKE_49,CTR,140059,143702,191714,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,557-87604,Fast Cars,BATTERY ASSY. (L3),RC,CM,-1,16.00,16.00,55,144285BRIVER,FAKE_52,RACK,301595,144285,100,,Trust Cars
Delta Dealer,HP,,,06/16/25,13:17,558-11966,205-680-22-10,RAIL,IO,SLS,1,28.13,40.49,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-680-22-10
Delta Dealer,HP, ,  C      A,06/16/25,09:30,558-32789,08L04-THR-100,CROSSBARS,S,RV,-1,134.10,226.00,7,18927THELMS,FAKE_59,504B,278,103226,597135,,HP08L04-THR-100
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,558-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,144626IMUNOZ,FAKE_64,301,571852,577572,141791,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,12:58,558-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_62,BULK,129968,141331,461694,,HPFS020-BAS-N0L
Delta Dealer,HP, ,+ BY     P,06/16/25,07:59,558-35191,11107-PWA-300,WASHER (24MM),,SLS,1,1.89,10.98,6,143702WBLACK,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  BY     P,06/16/25,13:10,558-42679,91570-THR-305,"CLIP, FR.",,SLS,2,5.28,8.80,5,102391CSLOOP,FAKE_63,229F,109921,254459,440758,,HP91570-THR-305
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,558-42894,80291-TF3-E01,"ELEMENT, FILTER",,SLS,1,17.55,42.55,12,144626IMUNOZ,FAKE_61,227,121058,577572,574385,,HP80291-TF3-E01
Delta Dealer,HP,,,06/16/25,09:09,558-47960,57682-0E010,BRACE,IO,SLS,1,28.64,39.71,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP57682-0E010
Delta Dealer,HP, ,+ BY     P,06/16/25,11:12,558-58705,11107-PWA-300,WASHER (24MM),,RV,-1,1.89,10.98,6,143825NISAAC,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,558-87604,76622-TG7-A01,"RUB, BLADE (600MM)",,SLS,1,4.49,7.58,12,144285BRIVER,FAKE_52,224G,301595,144285,100,,HP76622-TG7-A01
Delta Dealer,HP,,,06/16/25,13:17,559-11966,205-680-22-10,RAIL,IO,PUR,1,28.13,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-680-22-10
Delta Dealer,HP, ,  C      A,06/16/25,09:30,559-32789,08L04-THR-100,CROSSBARS,,SLS,1,134.10,147.51,7,18927THELMS,FAKE_59,504B,278,103226,597135,,HP08L04-THR-100
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,559-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,144626IMUNOZ,FAKE_64,CTR,571852,577572,141791,,HP94109-14000
Delta Dealer,PK,,,06/16/25,12:59,559-34867,FAKE_1,,,SLS,1,0.00,0.00,,141331JCUARE,FAKE_65,,136057,141331,589860,,PKSAE020
Delta Dealer,PK,,,06/16/25,07:59,559-35191,BF,,,SLS,1,0.00,0.00,,143702WBLACK,FAKE_49,,140059,143702,191714,,PKBF
Delta Dealer,HP, ,  BY     P,06/16/25,13:10,559-42679,67010-THR-A02ZZ,"PANEL, R. FR. DOOR",SP,SLS,1,643.16,1071.93,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP67010-THR-A02ZZ
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,559-42894,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,144626IMUNOZ,FAKE_61,CTR,121058,577572,574385,,HP90471-PX4-000
Delta Dealer,HP,,,06/16/25,09:09,559-47960,57682-0E010,BRACE,IO,PUR,1,28.64,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP57682-0E010
Delta Dealer,HP, ,+ BY     P,06/16/25,11:12,559-58705,11107-PWA-300,WASHER (24MM),,SLS,1,1.89,2.28,6,143825NISAAC,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,559-87604,76622-SMA-004,"RUB, BLADE (650MM)",,SLS,1,4.49,7.58,12,144285BRIVER,FAKE_52,225E,301595,144285,100,,HP76622-SMA-004
Delta Dealer,HP,,,06/16/25,13:17,560-11966,205-401-28-02-7X21,WHEEL,IO,SLS,1,591.00,740.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-401-28-02-7X21
Delta Dealer,HP, ,  Z      A,06/16/25,09:39,560-32789,08P47-TK8-100A,JOSEPH RODRIGUEZ,,SLS,1,140.20,228.00,6,18927THELMS,FAKE_66,SPORD,140059,141331,596661,,HP08P47-TK8-100A
Delta Dealer,HP,,,06/16/25,07:12,560-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,144626IMUNOZ,FAKE_64,BULK,571852,577572,141791,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,12:59,560-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_65,301,136057,141331,589860,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,07:59,560-35191,608334,CHARLES HALL,,SLS,1,20.14,67.99,24,143702WBLACK,FAKE_49,187,140059,143702,191714,,HP608334
Delta Dealer,HP, ,  C      P,06/16/25,13:10,560-42679,72430-THR-A11,"GARNISH, R. FR.",SP,SLS,1,52.22,87.03,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72430-THR-A11
Delta Dealer,HP, ,+ AY     P,06/16/25,13:27,560-42894,94109-20000,"WASHER, DRAIN (20MM)",,SLS,1,0.82,3.51,12,144626IMUNOZ,FAKE_61,CTR,121058,577572,574385,,HP94109-20000
Delta Dealer,HP,,,06/16/25,09:09,560-47960,58307-0E160,PANEL,IO,SLS,1,360.62,499.87,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP58307-0E160
Delta Dealer,HP, ,+ BY     P,06/16/25,11:12,560-58705,11107-PWA-300,WASHER (24MM),,RV,-1,1.89,10.98,6,143825NISAAC,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,560-87604,76622-TZ5-A01,"RUB, BLADE (350MM)",,SLS,1,4.14,7.00,12,144285BRIVER,FAKE_52,226E,301595,144285,100,,HP76622-TZ5-A01
Delta Dealer,HP,,,06/16/25,13:17,561-11966,205-401-28-02-7X21,WHEEL,IO,PUR,1,591.00,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-401-28-02-7X21
Delta Dealer,HP, ,  AY     P,06/16/25,09:45,561-32789,06170-THR-306,"KIT, FUEL PUMP",,SLS,1,34.41,59.49,6,18927THELMS,FAKE_67,162,121058,103226,159241,,HP06170-THR-306
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,561-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_68,301,141866,577572,577225,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,12:59,561-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_65,BULK,136057,141331,589860,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,08:16,561-35191,06170-THR-306,"KIT, FUEL PUMP",,SLS,1,34.41,59.49,6,143702WBLACK,FAKE_30,162,121058,143702,483969,,HP06170-THR-306
Delta Dealer,HP, ,  C      P,06/16/25,13:10,561-42679,72425-THR-A11,"MOLDING, R. FR.",SP,SLS,1,75.66,126.10,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72425-THR-A11
Delta Dealer,HP, ,  Z      P,06/16/25,13:27,561-42894,08200-HCF2,FLUID (HCF-2),,SLS,4,8.27,15.47,9,144626IMUNOZ,FAKE_61,320,121058,577572,574385,,HP08200-HCF2
Delta Dealer,HP,,,06/16/25,09:09,561-47960,58307-0E160,PANEL,IO,PUR,1,360.62,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP58307-0E160
Delta Dealer,HP, ,+ BY     P,06/16/25,11:12,561-58705,11107-PWA-300,WASHER (24MM),,SLS,1,1.89,2.28,6,143825NISAAC,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,561-87604,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.46,12,144285BRIVER,FAKE_52,301,301595,144285,100,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:17,562-11966,205-810-09-05,FRAME,IO,SLS,1,960.00,1282.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-810-09-05
Delta Dealer,HP, ,  C      A,06/16/25,09:46,562-32789,08L02-THR-102,"RAIL, ROOF",S,RV,-1,223.30,245.63,7,18927THELMS,FAKE_59,564C,278,103226,597135,,HP08L02-THR-102
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,562-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_68,CTR,141866,577572,577225,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,12:59,562-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_65,CTR,136057,141331,589860,,HP94109-14000
Delta Dealer,PK,,,06/16/25,08:17,562-35191,BF,,,SLS,1,0.00,0.00,,143702WBLACK,FAKE_69,,140059,143702,205793,,PKBF
Delta Dealer,HP, ,  C      P,06/16/25,13:10,562-42679,72235-THR-A01,"CHANNEL, R. FR.",SP,SLS,1,30.14,50.23,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72235-THR-A01
Delta Dealer,HP,,,06/16/25,09:09,562-47960,58328-0E060,INSULATOR,IO,SLS,1,151.01,209.32,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP58328-0E060
Delta Dealer,HP,,,06/16/25,11:12,562-58705,608334,CHARLES HALL,,RV,-1,20.14,67.99,24,143825NISAAC,FAKE_49,187,140059,143702,191714,,HP608334
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,562-87604,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.73,12,144285BRIVER,FAKE_52,CTR,301595,144285,100,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:17,563-11966,205-810-09-05,FRAME,IO,PUR,1,960.00,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-810-09-05
Delta Dealer,HP, ,  C      A,06/16/25,09:46,563-32789,08L02-THR-102,"RAIL, ROOF",,SLS,1,223.30,370.00,7,18927THELMS,FAKE_59,564C,278,103226,597135,,HP08L02-THR-102
Delta Dealer,HP,,,06/16/25,07:12,563-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_68,BULK,141866,577572,577225,,HPSAE020
Delta Dealer,HP,,,06/16/25,08:17,563-35191,608334,CHARLES HALL,,SLS,1,20.14,67.99,24,143702WBLACK,FAKE_69,187,140059,143702,205793,,HP608334
Delta Dealer,HP, ,  Z      P,06/16/25,13:10,563-42679,72230-THR-A11,"SASH, R. FR.",SP,SLS,1,33.69,56.15,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72230-THR-A11
Delta Dealer,HP,,,06/16/25,09:09,563-47960,58328-0E060,INSULATOR,IO,PUR,1,151.01,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP58328-0E060
Delta Dealer,HP,,,06/16/25,11:12,563-58705,608334,CHARLES HALL,,SLS,1,20.14,24.18,24,143825NISAAC,FAKE_49,187,140059,143702,191714,,HP608334
Delta Dealer,HP,,,06/16/25,13:10,563-87604,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,5.26,18,144285BRIVER,FAKE_52,BULK,301595,144285,100,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:17,564-11966,205-811-01-98,SEAL,IO,SLS,1,14.63,22.49,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-811-01-98
Delta Dealer,HP, ,  C      A,06/16/25,09:46,564-32789,08L04-THR-100,CROSSBARS,S,RV,-1,134.10,147.51,7,18927THELMS,FAKE_59,504B,278,103226,597135,,HP08L04-THR-100
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,564-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_29,301,121058,577572,287468,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,08:17,564-35191,43022-TVA-A60,"PAD SET, RR.",,SLS,1,51.59,90.00,12,143702WBLACK,FAKE_69,130,140059,143702,205793,,HP43022-TVA-A60
Delta Dealer,HP, ,  Z      P,06/16/25,13:10,564-42679,72327-THR-A01,"SEAL, R. FR.",SP,SLS,1,19.33,32.22,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72327-THR-A01
Delta Dealer,HP,,,06/16/25,09:09,564-47960,67881-0E151,STRIP,IO,SLS,1,121.07,167.81,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP67881-0E151
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,564-58705,15400-PLM-A02,"FILTER, OIL",,RV,-1,5.62,12.30,12,143825NISAAC,FAKE_49,301,140059,143702,191714,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,13:10,564-87604,42751-IRO-506,TIRE 245/60R18,SP,SLS,4,105.80,125.47,11,144285BRIVER,FAKE_52,SPORD,301595,144285,100,,HP42751-IRO-506
Delta Dealer,HP,,,06/16/25,13:17,565-11966,205-811-01-98,SEAL,IO,PUR,1,14.63,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-811-01-98
Delta Dealer,HP, ,  C      A,06/16/25,09:46,565-32789,08L04-THR-100,CROSSBARS,,SLS,1,134.10,224.00,7,18927THELMS,FAKE_59,504B,278,103226,597135,,HP08L04-THR-100
Delta Dealer,HP, ,  AY     P,06/16/25,07:12,565-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_29,CTR,121058,577572,287468,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,08:18,565-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_70,301,571852,143702,309741,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,13:10,565-42679,72336-THR-A01,"SEAL, R. FR.",SP,SLS,1,14.93,24.88,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP72336-THR-A01
Delta Dealer,HP,,,06/16/25,09:09,565-47960,67881-0E151,STRIP,IO,PUR,1,121.07,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP67881-0E151
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,565-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,6.75,12,143825NISAAC,FAKE_49,301,140059,143702,191714,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,13:16,565-87604,08200-9022,HEVF-TYPE 1.0,,SLS,3,8.30,14.84,9,144285BRIVER,FAKE_71,307,301595,144285,100,,HP08200-9022
Delta Dealer,HP,,,06/16/25,13:17,566-11966,205-905-75-01,ANTENNA,IO,SLS,1,76.50,104.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-905-75-01
Delta Dealer,HP, ,  AY     P,06/16/25,09:53,566-32789,39624-T5A-J01,SOCKET ASSY.,,SLS,1,13.07,22.60,5,18927THELMS,FAKE_24,192B,141866,103226,582105,,HP39624-T5A-J01
Delta Dealer,HP,,,06/16/25,07:12,566-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_29,BULK,121058,577572,287468,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,08:18,566-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_70,CTR,571852,143702,309741,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:09,566-47960,75496-0E050,CLIP,IO,SLS,1,3.65,5.06,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP75496-0E050
Delta Dealer,HP, ,  Z      P,06/16/25,11:12,566-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,RV,-5,2.98,5.16,18,143825NISAAC,FAKE_49,BULK,140059,143702,191714,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,566-87604,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,6.29,12,144285BRIVER,FAKE_71,CTR,301595,144285,100,,HP90471-PX4-000
Delta Dealer,HP,,,06/16/25,13:17,567-11966,205-905-75-01,ANTENNA,IO,PUR,1,76.50,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-905-75-01
Delta Dealer,HP,,,06/16/25,10:10,567-32789,891972,JOSHUA ROBERTS,,RV,-1,27.99,51.99,24,18927THELMS,FAKE_42,186,129968,143702,597321,,HP891972
Delta Dealer,HP, ,  C      P,06/16/25,07:37,567-34173,71800-T0G-A01,"GARNISH ASSY., R.",,SLS,1,93.35,124.56,6,144626IMUNOZ,463532-1,SPORD,,577572,554,6458517,HP71800-T0G-A01
Delta Dealer,HP,,,06/16/25,08:18,567-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_70,BULK,571852,143702,309741,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:09,567-47960,75496-0E050,CLIP,IO,PUR,1,3.65,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP75496-0E050
Delta Dealer,HP, ,  Z      P,06/16/25,11:12,567-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,3.59,18,143825NISAAC,FAKE_49,BULK,140059,143702,191714,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,567-87604,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.46,12,144285BRIVER,FAKE_71,301,301595,144285,100,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:17,568-11966,099-811-49-00-9149,Quality Components,IO,SLS,1,253.50,340.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP099-811-49-00-9149
Delta Dealer,HP,,,06/16/25,10:10,568-32789,891972,JOSHUA ROBERTS,,SLS,1,27.99,30.80,24,18927THELMS,FAKE_42,186,129968,143702,597321,,HP891972
Delta Dealer,HP, ,  C      A,06/16/25,07:39,568-34173,08P17-TLA-111,LINDA THOMPSON,,SLS,1,117.00,140.41,7,144626IMUNOZ,463593,564B,,577572,999172,151894,HP08P17-TLA-111
Delta Dealer,HP, ,  C      P,06/16/25,08:19,568-35191,42751-CTL-044,TIRE 265/60R18,,SLS,1,175.35,211.35,11,143702WBLACK,FAKE_72,1TIR5C,278,143702,563044,,HP42751-CTL-044
Delta Dealer,HP,,,06/16/25,09:09,568-47960,75497-0E050,CLIP,IO,SLS,1,3.65,5.06,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP75497-0E050
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,568-58705,94109-14000,"WASHER, DRAIN (14MM)",,RV,-1,0.38,2.69,12,143825NISAAC,FAKE_49,CTR,140059,143702,191714,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,568-87604,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.73,12,144285BRIVER,FAKE_71,CTR,301595,144285,100,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:17,569-11966,099-811-49-00-9149,Quality Components,IO,PUR,1,253.50,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP099-811-49-00-9149
Delta Dealer,HP,,,06/16/25,10:10,569-32789,608334,CHARLES HALL,,RV,-1,20.14,67.99,24,18927THELMS,FAKE_42,187,129968,143702,597321,,HP608334
Delta Dealer,HP, ,  C      P,06/16/25,07:39,569-34173,44306-TLA-A01,"DRIVESHAFT ASSY., L.",,SLS,1,263.81,316.58,6,144626IMUNOZ,463593,SPORD,,577572,999172,151894,HP44306-TLA-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:20,569-35191,42753-SB8-661,"VALVE, RIM",,SLS,1,1.03,6.89,1,143702WBLACK,FAKE_72,CTR,278,143702,563044,,HP42753-SB8-661
Delta Dealer,HP,,,06/16/25,09:09,569-47960,75497-0E050,CLIP,IO,PUR,1,3.65,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP75497-0E050
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,569-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.47,12,143825NISAAC,FAKE_49,CTR,140059,143702,191714,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:16,569-87604,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.26,18,144285BRIVER,FAKE_71,BULK,301595,144285,100,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:17,570-11966,205-690-71-07,BAR,IO,SLS,1,144.00,194.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-690-71-07
Delta Dealer,HP,,,06/16/25,10:10,570-32789,608334,CHARLES HALL,,SLS,1,20.14,22.16,24,18927THELMS,FAKE_42,187,129968,143702,597321,,HP608334
Delta Dealer,HP, ,  AY     P,06/16/25,07:39,570-34173,91205-P0X-005,OIL SEAL (40X56X9),,SLS,1,15.80,18.97,3,144626IMUNOZ,463593,228G,,577572,999172,151894,HP91205-P0X-005
Delta Dealer,HP, ,  BY     P,06/16/25,08:30,570-35191,50890-SNA-A82,"ROD, TORQUE (LOWER)",,SLS,1,58.65,148.63,6,143702WBLACK,FAKE_73,SPORD,136057,143702,127937,,HP50890-SNA-A82
Delta Dealer,HP,,,06/16/25,09:09,570-47960,76828-60030,RETAINER,IO,SLS,2,1.60,2.21,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP76828-60030
Delta Dealer,HP, ,  AY     P,06/16/25,11:22,570-58705,15400-PCX-306,"FILTER, OIL",,SLS,1,9.28,15.57,12,143825NISAAC,463648,193,,143825,175849,,HP15400-PCX-306
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,570-87604,42753-SB8-661,"VALVE, RIM",,SLS,4,1.03,4.65,1,144285BRIVER,FAKE_71,CTR,301595,144285,100,,HP42753-SB8-661
Delta Dealer,HP,,,06/16/25,13:17,571-11966,205-690-71-07,BAR,IO,PUR,1,144.00,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-690-71-07
Delta Dealer,HP, ,  AY     P,06/16/25,10:25,571-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,18927THELMS,FAKE_74,161,455515,103226,233673,,HP06531-T20-305
Delta Dealer,HP, ,  AY     P,06/16/25,07:39,571-34173,33900-TLA-A21,"FOGLIGHT, R. FR.",,SLS,1,61.44,73.74,5,144626IMUNOZ,463593,125,,577572,999172,151894,HP33900-TLA-A21
Delta Dealer,HP, ,  AY     P,06/16/25,08:33,571-35191,31500-SB2-100M,BAT (51/500AMP85),,SLS,1,109.89,173.48,55,143702WBLACK,FAKE_75,RACK,129968,143702,503950,,HP31500-SB2-100M
Delta Dealer,HP,,,06/16/25,09:09,571-47960,76828-60030,RETAINER,IO,PUR,2,1.60,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP76828-60030
Delta Dealer,HP, ,  AY     P,06/16/25,11:22,571-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.46,12,143825NISAAC,463648,301,,143825,175849,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,571-87604,80291-TF3-E01,"ELEMENT, FILTER",,SLS,1,17.55,29.35,12,144285BRIVER,FAKE_71,227,301595,144285,100,,HP80291-TF3-E01
Delta Dealer,HP,,,06/16/25,13:17,572-11966,205-584-19-03,LABEL,IO,SLS,1,15.00,22.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-584-19-03
Delta Dealer,PK,,,06/16/25,10:25,572-32789,EPS,,,SLS,1,0.00,0.00,,18927THELMS,FAKE_74,,455515,103226,233673,,PKEPS
Delta Dealer,HP, ,  AY     P,06/16/25,07:39,572-34173,90305-S3V-A11,"NUT, SPINDLE",,SLS,1,5.25,6.31,1,144626IMUNOZ,463593,228C,,577572,999172,151894,HP90305-S3V-A11
Delta Dealer,HP, ,  AY     P,06/16/25,08:33,572-35191,31500-SB2-100M,BAT (51/500AMP85),RC,CM,-1,16.00,16.00,55,143702WBLACK,FAKE_75,RACK,129968,143702,503950,,HP31500-SB2-100M
Delta Dealer,HP,,,06/16/25,09:09,572-47960,88710-0E730,TUBE,IO,SLS,1,161.51,223.87,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP88710-0E730
Delta Dealer,HP, ,  AY     P,06/16/25,11:27,572-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143825NISAAC,FAKE_76,301,140746,143825,566629,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,572-87604,17220-6MA-J01,"ELEMENT, AIR CLEANER",,SLS,1,18.23,30.48,12,144285BRIVER,FAKE_71,198,301595,144285,100,,HP17220-6MA-J01
Delta Dealer,HP,,,06/16/25,13:17,573-11966,205-584-19-03,LABEL,IO,PUR,1,15.00,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-584-19-03
Delta Dealer,HP, ,  AY     P,06/16/25,10:25,573-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,18927THELMS,FAKE_74,161,455515,103226,233673,,HP06531-T20-305
Delta Dealer,HP, ,  BY     P,06/16/25,07:45,573-34173,71200-T43-A01,"GRILLE ASSY., FR.",,SLS,1,114.88,153.28,6,144626IMUNOZ,463324-1,SPORD,,577572,497385,,HP71200-T43-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:35,573-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,143702WBLACK,FAKE_77,301,129968,143702,472058,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:09,573-47960,88710-0E730,TUBE,IO,PUR,1,161.51,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP88710-0E730
