SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP,,,06/16/25,08:51,534-47960,68044433-AA,SUPPORT,IO,SLS,1,42.86,57.15,6,141328DMILLE,FAKE_32,,140490,254459,556024,,HP68044433-AA
Delta Dealer,HP,,,06/16/25,10:21,534-58705,891972,JOSHUA ROBERTS,,SLS,1,27.99,51.99,24,143825NISAAC,FAKE_25,186,278,577572,505820,,HP891972
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,534-87604,80292-SDA-407,ELEMENT,,SLS,1,17.11,28.62,12,144285BRIVER,FAKE_19,228,301595,144285,100,,HP80292-SDA-407
Delta Dealer,HP,,,06/16/25,13:06,535-11966,B5345-1EM1A,ACTUATOR,IO,PUR,1,849.53,0.00,6,141328DMILLE,FAKE_1,,112803,296430,,,HPB5345-1EM1A
Delta Dealer,HP, ,  Z      A,06/16/25,13:43,535-13558,08P04-T20-100,FILM,,SLS,1,69.00,115.00,7,101255JMCMAH,FAKE_28,749B,451708,161529,999006,,HP08P04-T20-100
Delta Dealer,HP, ,  BY     P,06/16/25,07:25,535-17011,71417-T20-A00,"STAY, R. FR.",,SLS,1,18.09,22.62,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP71417-T20-A00
Delta Dealer,HP, ,  AY     P,06/16/25,07:53,535-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,18927THELMS,FAKE_29,161,121058,103226,287468,,HP06531-T20-305
Delta Dealer,HP, ,  BY     P,06/16/25,12:21,535-33632,04711-TVA-A11ZZ,"FACE, FR. BUMPER",,DLT,0,277.71,,6,120982MWERTZ,,SPORD,,,,,HP04711-TVA-A11ZZ
Delta Dealer,HP, ,  AY     P,06/16/25,11:29,535-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,141331JCUARE,FAKE_30,301,121058,141331,483969,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,08:26,535-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,RV,-5,2.98,5.15,18,141331JCUARE,FAKE_26,BULK,140746,141331,552272,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,535-42679,51350-TZ5-A10,"ARM, R. FR. (LOWER)",,SLS,1,190.44,317.40,5,102391CSLOOP,FAKE_16,554C,109921,254459,232695,,HP51350-TZ5-A10
Delta Dealer,HP, ,  AY     P,06/16/25,13:00,535-42894,12290-5PA-A01,S/PLG (ILZKAR8J8SY),,SLS,4,21.70,23.87,12,144626IMUNOZ,FAKE_31,227B,140059,103226,224233,,HP12290-5PA-A01
Delta Dealer,HP,,,06/16/25,08:51,535-47960,68044433-AA,SUPPORT,IO,PUR,1,42.86,0.00,6,141328DMILLE,FAKE_32,,140490,254459,,,HP68044433-AA
Delta Dealer,PK,,,06/16/25,10:26,535-58705,FAKE_1,,,SLS,1,0.00,0.00,,143825NISAAC,FAKE_33,,571852,143825,565303,,PKSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,535-87604,17220-6B2-A00,"ELEMENT, AIR CLEANER",,SLS,1,18.15,30.35,12,144285BRIVER,FAKE_19,201,301595,144285,100,,HP17220-6B2-A00
Delta Dealer,HP,,,06/16/25,13:06,536-11966,63832-JK600,GUARD,IO,SLS,1,25.97,39.35,6,141328DMILLE,FAKE_1,,112803,296430,596705,,HP63832-JK600
Delta Dealer,HP, ,  A      A,06/16/25,13:43,536-13558,08W42-SCV-103,LOCK SET (CHROME),,SLS,1,36.80,65.00,7,101255JMCMAH,FAKE_28,749B,451708,161529,999006,,HP08W42-SCV-103
Delta Dealer,HP, ,  Z      P,06/16/25,07:25,536-17011,71416-3W0-A00,"STAY, R. FR. (LOWER)",,SLS,1,13.45,16.83,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP71416-3W0-A00
Delta Dealer,HP,,,06/16/25,07:53,536-32789,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,18927THELMS,FAKE_29,SPORD,121058,103226,287468,,HP08718-0004-50
Delta Dealer,HP, ,  BY     P,06/16/25,12:21,536-33632,71151-T20-A00,"GRILLE, FR. BUMPER",,RET,1,97.94,,6,120982MWERTZ,,SPORD,,,,,HP71151-T20-A00
Delta Dealer,HP, ,  Z      P,06/16/25,11:29,536-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.16,18,141331JCUARE,FAKE_30,BULK,121058,141331,483969,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  Z      P,06/16/25,08:26,536-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,6,2.98,5.15,18,141331JCUARE,FAKE_26,BULK,140746,141331,552272,,HPFS020-BAS-N0L
Delta Dealer,PK,,,06/16/25,07:20,536-35191,EPS,,,SLS,1,0.00,0.00,,143702WBLACK,FAKE_34,,145747,143702,521017,,PKEPS
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,536-42679,90161-TZ5-A00,"BOLT, FLANGE (14X91)",,SLS,1,3.98,6.63,6,102391CSLOOP,FAKE_16,228B,109921,254459,232695,,HP90161-TZ5-A00
Delta Dealer,HP, ,  C      P,06/16/25,13:02,536-42894,74218-T22-A10,Ideal Components,,ADD,0,83.76,,6,144626IMUNOZ,,SPORD,,,,,HP74218-T22-A10
Delta Dealer,HP,,,06/16/25,09:04,536-47960,68566877-AA,SHIELD,IO,SLS,1,72.53,96.70,6,141328DMILLE,FAKE_35,,145139,296430,595532,,HP68566877-AA
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,536-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,143825NISAAC,FAKE_33,301,571852,143825,565303,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,536-87604,31500-TZ3-100M,BAT (H6/FLA) (L3),,SLS,1,143.53,229.55,55,144285BRIVER,FAKE_19,RACK,301595,144285,100,,HP31500-TZ3-100M
Delta Dealer,HP,,,06/16/25,13:06,537-11966,63832-JK600,GUARD,IO,PUR,1,25.97,0.00,6,141328DMILLE,FAKE_1,,112803,296430,,,HP63832-JK600
Delta Dealer,HP, ,  A      A,06/16/25,13:43,537-13558,08U45-T20-100,"TRAY, CARGO",,SLS,1,78.00,78.00,7,101255JMCMAH,FAKE_28,750C,451708,161529,999006,,HP08U45-T20-100
Delta Dealer,HP, ,  C      P,06/16/25,07:25,537-17011,71418-3W0-A00,"PATCH, FR. BULKHEAD",,SLS,1,14.46,18.09,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP71418-3W0-A00
Delta Dealer,HP, ,  Z      P,06/16/25,08:12,537-32789,12320-RCA-A00,Best Parts Inc,,ADD,0,343.11,,6,18927THELMS,,SPORD,,,,,HP12320-RCA-A00
Delta Dealer,HP, ,  BY     P,06/16/25,12:21,537-33632,71151-T20-A00,"GRILLE, FR. BUMPER",,DLT,0,97.94,,6,120982MWERTZ,,SPORD,,,,,HP71151-T20-A00
Delta Dealer,HP, ,  AY     P,06/16/25,11:29,537-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,2.69,12,141331JCUARE,FAKE_30,CTR,121058,141331,483969,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,08:29,537-34870,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_36,301,524188,141331,597187,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,07:20,537-35191,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,143702WBLACK,FAKE_34,161,145747,143702,521017,,HP06531-T20-305
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,537-42679,90118-SJC-A00,"BOLT, FLG (16X100)",,SLS,1,7.64,12.73,6,102391CSLOOP,FAKE_16,196F,109921,254459,232695,,HP90118-SJC-A00
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,537-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_37,301,6728,577572,151417,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:04,537-47960,68566877-AA,SHIELD,IO,PUR,1,72.53,0.00,6,141328DMILLE,FAKE_35,,145139,296430,,,HP68566877-AA
Delta Dealer,HP, ,  Z      P,06/16/25,10:26,537-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.16,18,143825NISAAC,FAKE_33,BULK,571852,143825,565303,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,537-87604,31500-TZ3-100M,BAT (H6/FLA) (L3),RC,CM,-1,16.00,16.00,55,144285BRIVER,FAKE_19,RACK,301595,144285,100,,HP31500-TZ3-100M
Delta Dealer,HP,,,06/16/25,13:06,538-11966,D0C00-6GP9C,WHEEL,IO,SLS,1,868.84,1206.72,6,141328DMILLE,FAKE_1,,112803,296430,596705,,HPD0C00-6GP9C
Delta Dealer,HP, ,  A      A,06/16/25,13:43,538-13558,08P00-T20-100,RUTH CARTER,,SLS,1,69.60,116.00,7,101255JMCMAH,FAKE_28,737B,451708,161529,999006,,HP08P00-T20-100
Delta Dealer,HP, ,  C      P,06/16/25,07:25,538-17011,81460-TR3-A01,ADJUSTER,,SLS,1,40.58,50.73,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP81460-TR3-A01
Delta Dealer,HP, ,  BY     P,06/16/25,08:13,538-32789,12341-RCA-A01,Liberty Supply,,SLS,2,12.09,15.12,3,18927THELMS,463632,190C,,103226,1180,,HP12341-RCA-A01
Delta Dealer,HP, ,  AY     P,06/16/25,12:21,538-33632,76201-T20-A01ZJ,"CAP, R. *NH547*",,RET,1,18.20,,6,120982MWERTZ,,SPORD,,,,,HP76201-T20-A01ZJ
Delta Dealer,HP, ,  AY     P,06/16/25,11:49,538-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_38,301,140059,141331,560699,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,08:29,538-34870,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_36,CTR,524188,141331,597187,,HP94109-14000
Delta Dealer,HP,,,06/16/25,07:20,538-35191,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,143702WBLACK,FAKE_34,SPORD,145747,143702,521017,,HP08718-0004-50
Delta Dealer,HP, ,+ BY     P,06/16/25,08:26,538-42679,51611-TG8-A01,"S/ABS UNIT, R. FR.",,SLS,1,274.51,457.52,4,102391CSLOOP,FAKE_16,554B,109921,254459,232695,,HP51611-TG8-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,538-42894,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_37,CTR,6728,577572,151417,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:04,538-47960,68713815-AA,RING,IO,SLS,1,2.36,3.15,6,141328DMILLE,FAKE_35,,145139,296430,595532,,HP68713815-AA
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,538-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,2.69,12,143825NISAAC,FAKE_33,CTR,571852,143825,565303,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,538-87604,76632-T7A-033,"RUB, BLADE (400MM)",,SLS,1,4.14,7.00,12,144285BRIVER,FAKE_19,226F,301595,144285,100,,HP76632-T7A-033
Delta Dealer,HP,,,06/16/25,13:06,539-11966,D0C00-6GP9C,WHEEL,IO,PUR,1,868.84,0.00,6,141328DMILLE,FAKE_1,,112803,296430,,,HPD0C00-6GP9C
Delta Dealer,HP, ,  C      P,06/16/25,07:25,539-17011,04816-3W0-A60ZA,BUCKLE SET *NH900L*,,SLS,1,44.93,56.17,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP04816-3W0-A60ZA
Delta Dealer,HP, ,  BY     P,06/16/25,08:13,539-32789,43022-SV4-G24,"PAD SET, RR.",,SLS,1,39.04,48.81,12,18927THELMS,463632,130,,103226,1180,,HP43022-SV4-G24
Delta Dealer,HP, ,  AY     P,06/16/25,12:21,539-33632,76201-T20-A01ZJ,"CAP, R. *NH547*",,DLT,0,18.20,,6,120982MWERTZ,,SPORD,,,,,HP76201-T20-A01ZJ
Delta Dealer,HP, ,  AY     P,06/16/25,11:49,539-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_38,CTR,140059,141331,560699,,HP94109-14000
Delta Dealer,HP, ,  Z      P,06/16/25,08:29,539-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_36,BULK,524188,141331,597187,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,07:41,539-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,143702WBLACK,FAKE_39,301,121058,143702,134076,,HP15400-PLM-A02
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,539-42679,90120-T2A-A00,"BOLT, FLANGE (12X64)",SP,SLS,2,19.27,32.12,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP90120-T2A-A00
Delta Dealer,HP,,,06/16/25,13:08,539-42894,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_37,BULK,6728,577572,151417,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:04,539-47960,68713815-AA,RING,IO,PUR,1,2.36,0.00,6,141328DMILLE,FAKE_35,,145139,296430,,,HP68713815-AA
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,539-58705,15400-PLM-A02,"FILTER, OIL",,RV,-1,5.62,12.30,12,143825NISAAC,FAKE_33,301,571852,143825,565303,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,13:01,539-87604,76622-TDK-J02,"RUB, BLADE (650MM)",,SLS,1,4.63,7.82,12,144285BRIVER,FAKE_19,224E,301595,144285,100,,HP76622-TDK-J02
Delta Dealer,HP,,,06/16/25,13:06,540-11966,62023-6GP0A,GRILLE,IO,SLS,1,17.50,26.51,6,141328DMILLE,FAKE_1,,112803,296430,596705,,HP62023-6GP0A
Delta Dealer,HP, ,  BY     P,06/16/25,07:25,540-17011,77930-3V0-B11,"SENSOR, FR. CRASH",,SLS,1,25.12,31.41,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP77930-3V0-B11
Delta Dealer,HP, ,  AY     P,06/16/25,08:31,540-32789,12290-5PA-A01,S/PLG (ILZKAR8J8SY),,SLS,4,21.70,41.79,12,18927THELMS,FAKE_31,227B,140059,103226,224233,,HP12290-5PA-A01
Delta Dealer,HP, ,  BY     P,06/16/25,12:21,540-33632,85054140,"SHAFT, FR. HALF",,RET,2,133.83,,6,120982MWERTZ,,SPORD,,,,,HP85054140
Delta Dealer,HP, ,  Z      P,06/16/25,11:49,540-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_38,BULK,140059,141331,560699,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  Z      P,06/16/25,08:29,540-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,RV,-5,2.98,5.15,18,141331JCUARE,FAKE_36,BULK,524188,141331,597187,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,07:41,540-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,143702WBLACK,FAKE_39,CTR,121058,143702,134076,,HP94109-14000
Delta Dealer,HP, ,+ AY     P,06/16/25,08:26,540-42679,90212-TZ5-A01,NUT (12MM),SP,SLS,1,10.61,17.68,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP90212-TZ5-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,540-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_40,301,140059,577572,527039,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:04,540-47960,68714099-AA,SENSOR,IO,SLS,1,27.45,36.60,6,141328DMILLE,FAKE_35,,145139,296430,595532,,HP68714099-AA
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,540-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,6.18,12,143825NISAAC,FAKE_33,301,571852,143825,565303,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,13:01,540-87604,08798-9008,"FLUID, BRAKE (DOT 3)",,SLS,1,4.23,8.05,9,144285BRIVER,FAKE_19,304,301595,144285,100,,HP08798-9008
Delta Dealer,HP,,,06/16/25,13:06,541-11966,62023-6GP0A,GRILLE,IO,PUR,1,17.50,0.00,6,141328DMILLE,FAKE_1,,112803,296430,,,HP62023-6GP0A
Delta Dealer,HP, ,  BY     P,06/16/25,07:25,541-17011,77930-3V0-B21,"SENSOR, FR. CRASH",,SLS,1,25.12,31.41,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP77930-3V0-B21
Delta Dealer,HP, ,  Z      P,06/16/25,08:39,541-32789,42700-S0X-A51,"DISK, WHEEL (16X4T)",,ADD,0,46.75,,6,18927THELMS,,SPORD,,,,,HP42700-S0X-A51
Delta Dealer,HP, ,  BY     P,06/16/25,12:21,541-33632,85054140,"SHAFT, FR. HALF",,DLT,0,133.83,,6,120982MWERTZ,,SPORD,,,,,HP85054140
Delta Dealer,HP, ,  AY     P,06/16/25,12:06,541-34867,71193-TG7-A51,"SPACER, R. FR.",,SLS,1,3.91,4.57,4,141331JCUARE,463650,171,,141331,134878,6553,HP71193-TG7-A51
Delta Dealer,HP, ,  Z      P,06/16/25,08:29,541-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,6,2.98,5.15,18,141331JCUARE,FAKE_36,BULK,524188,141331,597187,,HPFS020-BAS-N0L
Delta Dealer,HP,,,06/16/25,07:41,541-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,143702WBLACK,FAKE_39,BULK,121058,143702,134076,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,541-42679,51320-TG7-A01,"LINK, R. FR. STAB",,SLS,1,20.51,34.18,4,102391CSLOOP,FAKE_16,139,109921,254459,232695,,HP51320-TG7-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,541-42894,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_40,CTR,140059,577572,527039,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:04,541-47960,68714099-AA,SENSOR,IO,PUR,1,27.45,0.00,6,141328DMILLE,FAKE_35,,145139,296430,,,HP68714099-AA
Delta Dealer,HP, ,  Z      P,06/16/25,10:26,541-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,RV,-5,2.98,5.16,18,143825NISAAC,FAKE_33,BULK,571852,143825,565303,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,13:04,541-87604,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.46,12,144285BRIVER,FAKE_41,301,301595,144285,100,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:06,542-11966,28533-5ZA0A,Quality Components,IO,SLS,2,87.64,132.78,6,141328DMILLE,FAKE_1,,112803,296430,596705,,HP28533-5ZA0A
Delta Dealer,HP, ,  C      P,06/16/25,07:25,542-17011,77960-3V0-A82,DOROTHY HILL,,SLS,1,322.65,372.30,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP77960-3V0-A82
Delta Dealer,HP, ,  X      P,06/16/25,08:39,542-32789,42751-GYR-038,CHRIS MILLER,,ADD,0,118.07,,6,18927THELMS,,SPORD,,,,,HP42751-GYR-038
Delta Dealer,HP, ,  C      P,06/16/25,12:21,542-33632,72310-THR-A01,"W/STRIP, R. FR. DR",,RET,1,34.58,,6,120982MWERTZ,,SPORD,,,,,HP72310-THR-A01
Delta Dealer,HP, ,  AY     P,06/16/25,12:29,542-34867,71190-T2A-A01,"BEAM, L. FR. BUMPER",,SLS,2,18.48,24.74,4,141331JCUARE,463653,543,,141331,293480,,HP71190-T2A-A01
Delta Dealer,HP, ,  SY     P,06/16/25,09:01,542-34870,80292-TBA-A11,"ELEMENT, FILTER",C0,CM,-1,17.55,23.50,12,141331JCUARE,CM463463,229,,141331,445958,PA023367,HP80292-TBA-A11
Delta Dealer,HP,,,06/16/25,07:42,542-35191,891972,JOSHUA ROBERTS,,SLS,1,27.99,51.99,24,143702WBLACK,FAKE_42,186,129968,143702,597321,,HP891972
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,542-42679,44305-TZ5-A31,"DRIVESHAFT ASSY., R.",SP,SLS,1,275.45,459.08,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP44305-TZ5-A31
Delta Dealer,HP,,,06/16/25,13:08,542-42894,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_40,BULK,140059,577572,527039,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:04,542-47960,7US95TZZ-AA,PANEL,IO,SLS,1,56.40,75.20,6,141328DMILLE,FAKE_35,,145139,296430,595532,,HP7US95TZZ-AA
Delta Dealer,HP, ,  Z      P,06/16/25,10:26,542-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,3.29,18,143825NISAAC,FAKE_33,BULK,571852,143825,565303,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,13:04,542-87604,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.73,12,144285BRIVER,FAKE_41,CTR,301595,144285,100,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:06,543-11966,28533-5ZA0A,Quality Components,IO,PUR,2,87.64,0.00,6,141328DMILLE,FAKE_1,,112803,296430,,,HP28533-5ZA0A
Delta Dealer,HP, ,  C      P,06/16/25,07:25,543-17011,81825-3W0-A01ZA,PRETENSIONER*NH900L*,,SLS,1,63.02,78.78,6,25957CHAGLER,463580-1,SPORD,,206,999025,517530,HP81825-3W0-A01ZA
Delta Dealer,HP, ,  BY     P,06/16/25,08:47,543-32789,91345-RDA-A01,O-RING (13.0X1.9),,SLS,1,0.69,0.87,4,18927THELMS,463635,229B,,103226,1180,,HP91345-RDA-A01
Delta Dealer,HP, ,  C      P,06/16/25,12:21,543-33632,72310-THR-A01,"W/STRIP, R. FR. DR",,DLT,0,34.58,,6,120982MWERTZ,,SPORD,,,,,HP72310-THR-A01
Delta Dealer,HP, ,  AY     P,06/16/25,12:35,543-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_43,301,6728,141331,577626,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,09:09,543-34870,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_44,301,121058,141331,583280,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,07:43,543-35191,608334,CHARLES HALL,,SLS,1,20.14,67.99,24,143702WBLACK,FAKE_42,187,129968,143702,597321,,HP608334
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,543-42679,90305-S3V-A11,"NUT, SPINDLE",,SLS,1,5.25,8.76,1,102391CSLOOP,FAKE_16,228C,109921,254459,232695,,HP90305-S3V-A11
Delta Dealer,HP,,,06/16/25,13:08,543-42894,FA2455020,THOMAS LEE,,SLS,4,170.50,206.50,11,144626IMUNOZ,FAKE_45,1TIR3D,571852,577572,501927,,HPFA2455020
Delta Dealer,HP,,,06/16/25,09:04,543-47960,7US95TZZ-AA,PANEL,IO,PUR,1,56.40,0.00,6,141328DMILLE,FAKE_35,,145139,296430,,,HP7US95TZZ-AA
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,543-58705,94109-14000,"WASHER, DRAIN (14MM)",,RV,-1,0.38,2.69,12,143825NISAAC,FAKE_33,CTR,571852,143825,565303,,HP94109-14000
Delta Dealer,HP, ,  Z      P,06/16/25,13:04,543-87604,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,4,2.98,5.16,18,144285BRIVER,FAKE_41,BULK,301595,144285,100,,HPFS020-BAS-N0L
Delta Dealer,HP,,,06/16/25,13:13,544-11966,222-400-22-00-9040,CAP,IO,SLS,1,17.25,25.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP222-400-22-00-9040
Delta Dealer,HP, ,  AY     P,06/16/25,07:25,544-17011,90672-SNA-A01,"HOLDER, ROD",,SLS,1,0.88,1.11,4,25957CHAGLER,463580-1,228E,,206,999025,517530,HP90672-SNA-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:47,544-32789,91370-SV4-000,O-RING (14.4X1.9),,SLS,1,1.98,2.49,4,18927THELMS,463635,229B,,103226,1180,,HP91370-SV4-000
Delta Dealer,HP, ,  Z      P,06/16/25,12:21,544-33632,32165-TG7-A50,"HARN, RR. BMPR",,RET,1,47.52,,6,120982MWERTZ,,SPORD,,,,,HP32165-TG7-A50
Delta Dealer,HP, ,  AY     P,06/16/25,12:35,544-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_43,CTR,6728,141331,577626,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,09:09,544-34870,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_44,CTR,121058,141331,583280,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,544-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,143702WBLACK,FAKE_47,301,145747,143702,223804,,HP15400-PLM-A02
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,544-42679,53540-TZ5-A01,"END, R. TIE ROD",SP,SLS,1,40.77,44.85,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP53540-TZ5-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,544-42894,42753-SB8-661,"VALVE, RIM",,SLS,4,1.03,6.89,1,144626IMUNOZ,FAKE_45,CTR,571852,577572,501927,,HP42753-SB8-661
Delta Dealer,HP,,,06/16/25,09:09,544-47960,17451-F0120,GASKET,IO,SLS,1,17.78,24.65,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP17451-F0120
Delta Dealer,HP, ,  AY     P,06/16/25,10:26,544-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.42,12,143825NISAAC,FAKE_33,CTR,571852,143825,565303,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,13:04,544-87604,80291-TF3-E01,"ELEMENT, FILTER",,SLS,1,17.55,29.35,12,144285BRIVER,FAKE_41,227,301595,144285,100,,HP80291-TF3-E01
Delta Dealer,HP,,,06/16/25,13:13,545-11966,222-400-22-00-9040,CAP,IO,PUR,1,17.25,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP222-400-22-00-9040
Delta Dealer,HP, ,  Z      P,06/16/25,08:39,545-17011,81460-SHJ-A01ZE,ADJUSTER *NH598L*,,ADD,0,64.03,,6,25957CHAGLER,,SPORD,,,,,HP81460-SHJ-A01ZE
